"","dataset","ccode","cnumb","cluster","clust2","cname","yrbeg","yrend","decade","geo","royal","euro","lac","mideast","asia","africa","warend2","warend5","warend10","noviol2","noviol5","noviol10","gurr2","gurr5","gurr10","pol982","pol985","pol9810","polity2","polity5","polity10","pbs2ll","pbs2l","pbs5l","pbs10l","bollen80","gpol2","gciv2","gpol5","gciv5","gpol10","gciv10","gurrlag5","gurrlagx","outcome","outcome2","treaty","wardur","wartype","unintrvn","uncint","un2int","un2cint","untype","nouncint","peaceop","interven","major","pw10","elf","factmf","factnum","battle","dead","ridp","lifes","lifee","garm","gdp60","gdp85","gdpcap","rgdpcaps","rgdpcape","rgdpch","rgdpch2","aid91","en1","en2st","en2end","area","popst","popen5","popen10","popgro","infst","border","illit","illitend","water","gini1","transf85","sxp","nettrans","electric","en9903s","eh","coldwar","pbs2s3","pbs2s6","pbs2s9","pbs5s3","pbs5s6","pbs5s9","outcome3","negout","milout","logdead","trnsfcap","encaps","cost","costcap","intense","logcost","faction","factn1","factn2","un2cint1","un2cint2","un2cint3","un2cint4","un2cint5","untype1","untype2","untype3","untype4","untype5","strongUN","UNops","UNop1","UNop2","UNop3","UNop4","treatUN","outUN","factnum2","logpop","elfpop","elfpop2","untreaty","unout","exp","energy","ielec","ielf","ielf2","ielfpol","gini","ielfgini","gdp","PKO","enforce","truce","vrebel","vgov","UNopindx","RC2","IC2","LC2","develop","devel","PredUN","ResUN","Pred2UN","Res2UN","L1","Phat1","L2","Phat2","L3","Phat3","L4","Phat4","L5","Phat5","L6","Phat6","L7","Phat7","L8","Phat8","L10","Phat10","L11","Phat11","L12","Phat12","L13","Phat13","L14","Phat14","L15","Phat15","L16","Phat16","L17","Phat17"
"32",1,"AZE",10,"AZE","FSU","Azerbaijan",88,96,5,3,0,0,0,1,0,0,"Yes",NA,NA,"Yes",NA,NA,4,NA,NA,4,NA,NA,-10,NA,NA,0,"Failure","Failure",NA,NA,6,4,NA,NA,NA,NA,3,3,"Truce","Truce",0,96,1,"No","None",0,"None","None",2,2,1,0,"No",NA,"Many",4,NA,55000,1700000,69.5,63,72,NA,NA,486,486,1460,1460,486,0,NA,3125.60009765625,2469.80004882812,86600,7021178,7855576,NA,0.699999988079071,81.3600006103516,5,2.70000004768372,2.70000004768372,NA,30.5300006866455,1.06e+08,NA,1.06e+08,2439.99926757812,NA,32,1,0,"Failure",0,0,0,0,1,1,0,10.9150886535645,15.0971813201904,NA,1755000,0.249958053231239,0.00260372972115874,14.3779792785645,"3+",0,1,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,16,15.7644414901733,NA,NA,0,0,0.122821897268295,3125.60009765625,2439.99926757812,59.9679985046387,3596.16088867188,239.871994018555,30.5300006866455,1830.82299804688,1460,0,0,1,0,0,0,0.51599532365799,0.00395482638850808,0.299471080303192,2439.99926757812,2439.99926757812,0.723054170608521,0.723054170608521,0.59076601266861,0.59076601266861,-1.67731046676636,0.157451942563057,-3.65759468078613,0.0251458585262299,-2.9966766834259,0.0475762337446213,1.20532512664795,0.769470751285553,-5.46530532836914,0.00421322276815772,-4.73275232315063,0.00872540846467018,-3.14716219902039,0.0412032417953014,-5.23021554946899,0.00532387616112828,-5.50202035903931,0.0040619564242661,-1.30001866817474,0.21416187286377,-3.82932639122009,0.0212623365223408,0.372675359249115,0.592105269432068,-2.58597564697266,0.0700464770197868,1.6160261631012,0.834246337413788,0.725928425788879,0.673911154270172,4.92793035507202,0.992810606956482
"33",5,"GRG1",52,"GRG","FSU","Georgia-Abkhazia",91,93,4,3,0,0,0,1,0,0,"Yes","Yes",NA,"Yes","Yes","No",15,15,NA,15,15,NA,-10,-10,NA,1,"Failure","Failure",NA,NA,3,4,NA,NA,NA,NA,11,7,"Truce","Truce",0,12,1,"Yes","Observer",1,"Observer","Observer",4,4,1,1,"No",NA,"Many",3,1000,17500,250000,72.5500030517578,72.5500030517578,40.9000015258789,NA,NA,850,850,850,1157,850,0.200000002980232,NA,1768.0400390625,890.929992675781,69700,5466412,5160042,NA,-0.100000001490116,51.7000007629395,5,1,1,NA,34.4300003051758,131200000,NA,131200000,1175,NA,40,0,0,"Failure",0,0,0,0,1,1,0,9.76995658874512,24.0011177062988,NA,267500,0.048935204744339,0.00407793372869492,12.4968748092651,"3+",0,1,0,0,1,0,0,0,1,0,0,0,"Weak","Med/Obs",0,1,0,0,0,3,9,15.5141334533691,NA,NA,0,6,0.116764351725578,1768.0400390625,1175,45.861385345459,2103.2666015625,687.920776367188,34.4300003051758,1579.00756835938,1157,0,0,1,0,0,0.25,0.433070361614227,0.00688177533447742,0.166908845305443,1175,1175,0.926499903202057,-0.0735000967979431,0.892391204833984,-0.107608795166016,-2.40730023384094,0.0826177075505257,-4.38758420944214,0.0122780976817012,-3.72666645050049,0.0235070660710335,0.475335270166397,0.616645753383636,-4.50174379348755,0.0109680099412799,-3.76919078826904,0.0225504692643881,-2.14158463478088,0.105120226740837,-4.22463798522949,0.014419661834836,-4.4964427947998,0.0110256634652615,-0.294441163539886,0.42691695690155,-4.55931615829468,0.0103607466444373,-0.357314437627792,0.411609828472137,-1.58039808273315,0.170739114284515,2.6216037273407,0.932239055633545,-0.00406137527897954,0.498984664678574,4.19794034957886,0.985195934772491
"34",5,"BOS",133,"BOS","YUG","Yugoslavia-Bosnia",92,95,5,1,0,1,0,0,0,0,"Yes","Yes",NA,"Yes","Yes",NA,9,NA,NA,9,NA,NA,-20,-20,NA,1,"Failure","Failure",NA,NA,5,5,NA,NA,NA,NA,6,5,"Settlement","Settlement",1,36,1,"Yes","PKO",1,"PKO","MultiPKO",4,4,0,1,"Yes",75,"Many",5,150000,250000,2500000,71.4199981689453,63.2999992370605,26,NA,NA,785,5172,4548,1690,4548,NA,NA,4261.02978515625,2352.57006835938,51233,4327168,3365727,NA,0.100000001490116,30.7999992370605,3,7.30000019073486,7.30000019073486,96,31.8799991607666,NA,NA,426400000,506,56047,112,0,0,"Failure",0,0,0,0,1,1,0,12.4292163848877,98.5401992797852,0.0129523510113358,2750000,0.635519564151764,0.0176533218473196,14.8271112442017,"3+",0,1,0,0,0,1,0,0,0,0,1,0,"Strong","PKO",0,0,1,0,2,4,25,15.280424118042,324537600,324537600,3,12,0.105403363704681,4261.02978515625,506,75,5625,675,31.8799991607666,2391,1690,1,0,0,0,0,0.5,0.533951580524445,0.60914671421051,0.131464913487434,506,506,0.985943138599396,-0.0140568614006042,0.999120891094208,-0.000879108905792236,-2.79335832595825,0.0576841346919537,-4.77364253997803,0.00837874971330166,-4.11272430419922,0.0160996932536364,0.0892772153019905,0.522304475307465,-6.20012283325195,0.00202507223002613,-5.46756982803345,0.00420373259112239,-3.38725352287292,0.0326962061226368,-5.47030687332153,0.00419229082763195,-5.74211168289185,0.00319772865623236,-1.54010999202728,0.17651928961277,-4.94537401199341,0.00706596951931715,-0.74337249994278,0.322267115116119,-2.8260669708252,0.0559317134320736,1.37593472003937,0.798337280750275,-0.390119433403015,0.403688549995422,3.81188225746155,0.978371620178223
"35",5,"GRG2",53,"GRG","FSU","Georgia-Ossetia",92,94,4,3,0,0,0,1,0,0,"Yes","Yes",NA,"Yes","Yes","No",15,15,NA,15,15,NA,-10,-10,NA,1,"Failure","Failure",NA,NA,3,4,NA,NA,NA,NA,11,7,"Truce","Truce",0,24,1,"Yes","Observer",1,"Observer","Observer",3,3,1,1,"No",NA,"Many",3,1000,1250,250000,72.5500030517578,72.5500030517578,40.9000015258789,NA,NA,850,850,850,1157,850,0.200000002980232,NA,1768.0400390625,890.929992675781,69700,5466412,5160042,NA,-0.100000001490116,51.7000007629395,5,1,1,NA,34.4300003051758,131200000,NA,131200000,1175,NA,40,0,0,"Failure",0,0,0,0,1,1,0,7.13089895248413,24.0011177062988,NA,251250,0.0459625087678432,0.00191510457079858,12.4342041015625,"3+",0,1,0,0,1,0,0,0,1,0,0,0,"Weak","Med/Obs",0,1,0,0,0,3,9,15.5141334533691,NA,NA,0,6,0.116764351725578,1768.0400390625,1175,45.861385345459,2103.2666015625,687.920776367188,34.4300003051758,1579.00756835938,1157,0,0,1,0,0,0.25,0.436437249183655,0.00688177533447742,0.166908845305443,1175,1175,0.876726508140564,-0.123273491859436,0.827253043651581,-0.172746956348419,-2.40730023384094,0.0826177075505257,-4.38758420944214,0.0122780976817012,-3.72666645050049,0.0235070660710335,0.475335270166397,0.616645753383636,-4.50174379348755,0.0109680099412799,-3.76919078826904,0.0225504692643881,-2.10808300971985,0.108313672244549,-4.19113636016846,0.0149036049842834,-4.46294116973877,0.0113970171660185,-0.260939449071884,0.435132771730423,-4.55931615829468,0.0103607466444373,-0.357314437627792,0.411609828472137,-1.54689633846283,0.175534978508949,2.65510535240173,0.934324979782104,-0.00406137527897954,0.498984664678574,4.19794034957886,0.985195934772491
"36",1,"BRM2",15,"BRM","BRM","Burma",68,82,3,4,0,0,0,0,1,0,"No","No","No","No","No","No",2,2,1,2,2,1,-20,-20,-20,0,"Failure","Failure","Failure",11,7,7,7,7,7,7,3,12,"Truce","Truce",0,168,1,"No","None",0,"None","None",0,0,1,1,"Yes",47,"Many",3,7000,250000,1000000,45.0099983215332,54,17,296,561,415,415,599,397,397,NA,0.0270000007003546,56.0900001525879,39.4199981689453,676580,25943000,36943000,NA,-5,150,5,29,16.3799991607666,59.7000007629395,35,7e+06,0.140000000596046,5545454.5,30.8670921325684,1784,55,1,0,"Failure",0,0,0,0,1,1,0,12.4292163848877,0.213755324482918,6.87661377014592e-05,1250000,0.0481825545430183,0.000286800932371989,14.0386543273926,"3+",0,1,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,9,17.0714130401611,1219320960,1219320960,0,0,0.140000000596046,56.0900001525879,30.8670921325684,47,2209,94,35,1645,397,0,0,1,0,0,0,0.506912887096405,5.59949003218208e-05,0.0227149613201618,30.8670921325684,30.8670921325684,0.546472311019897,0.546472311019897,0.599672377109528,0.599672377109528,-3.06754183769226,0.0444661565124989,-5.04782629013062,0.00638228561729193,-4.38690805435181,0.0122862998396158,-0.184906482696533,0.453904628753662,-4.50174379348755,0.0109680099412799,-3.76919078826904,0.0225504692643881,-2.96577000617981,0.0489964485168457,-5.04882335662842,0.00637596566230059,-5.32062816619873,0.00486588850617409,-1.11862647533417,0.246266141533852,-5.219557762146,0.00538061326369643,-1.01755619049072,0.265503704547882,-2.40458345413208,0.0828238502144814,1.79741823673248,0.857834339141846,-0.664303123950958,0.339773625135422,3.53769850730896,0.971741557121277
"37",2,"SRI2",118,"SRI","SRI","Sri Lanka (Tamil)",83,NA,4,4,0,0,0,0,1,0,"No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,-20,-20,-20,0,"Failure","Failure","Failure",83,3,4,NA,NA,NA,NA,15,16,"War","War",0,192,1,"No","None",0,"None","None",3,3,1,0,"Yes",47,"Few",2,14900,36000,1200000,69.1900024414062,73.0999984741211,193,1267,2152,397,1635,2096,1903,1903,890.5,0.0450000017881393,102.029998779297,109.519996643066,65610,15618275,18721177,NA,2,30,0,13.3000001907349,12.8999996185303,40.2999992370605,46.7000007629395,442755328,0.137999996542931,442800000,220,1853,57,1,0,"Failure",0,0,0,0,0,0,1,10.4912738800049,28.3514022827148,0.000118643067253288,1236000,0.0791380628943443,0.000412177410908043,14.0273904800415,"<3",1,0,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,4,16.5639514923096,734058944,734058944,0,0,0.137999996542931,102.029998779297,220,47,2209,NA,46.7000007629395,2194.90014648438,1903,0,0,0,0,0,0,0.488656163215637,0.00742687424644828,0.115569531917572,220,220,0.193527147173882,0.193527147173882,0.24412328004837,0.24412328004837,-2.95839953422546,0.0493410229682922,-4.93868350982666,0.00711306557059288,-4.27776575088501,0.0136837810277939,-0.0757640451192856,0.481068044900894,-3.30943822860718,0.0352488197386265,-2.57688522338867,0.0706409439444542,-2.9597487449646,0.0492777749896049,-5.04280185699463,0.00641422718763351,-5.3146071434021,0.00489513063803315,-1.11260521411896,0.247385516762733,-5.1104154586792,0.0059973900206387,-0.908413767814636,0.287324547767639,-2.39856219291687,0.0832824036478996,1.80343961715698,0.858567118644714,-0.555160701274872,0.364667922258377,3.64684104919434,0.974589169025421
"38",1,"IDN3",67,"IDN","IDN","Indonesia",56,60,2,4,0,0,0,0,1,0,"Yes","Yes","Yes","No","No","No",5,5,3,5,5,3,-10,-10,-10,0,"Failure","Failure","Failure",33,NA,NA,NA,NA,NA,NA,10,12,"Victory","Victory-Govt",0,49,0,"No","None",0,"None","None",0,0,1,1,"Yes",76,"Many",4,30000,30000,0,38,41,600,621,1626,73,638,638,638,638,1874.40002441406,0.0930000022053719,70.7900009155273,70.7900009155273,1904570,92538909,111306980,122889369,NA,151,2,43.4000015258789,43.4000015258789,3,33.2999992370605,8.8e+07,0.108000002801418,1.26e+08,43.6403312683105,11966,74,1,0,"Failure",0,0,0,0,0,0,1,10.308952331543,1.3615894317627,0.000129307765746489,30000,0.000324187945807353,6.61608055452234e-06,10.308952331543,"3+",0,1,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,16,18.3431396484375,7032956928,7032956928,0,0,0.108000002801418,70.7900009155273,43.6403312683105,76,5776,380,33.2999992370605,2530.80004882812,638,0,0,0,0,1,0,0.247747898101807,0.000356679112883285,0.0359505228698254,43.6403312683105,43.6403312683105,0.229191064834595,0.229191064834595,0.202494263648987,0.202494263648987,-3.06017088890076,0.0447803921997547,-5.04045534133911,0.00642919912934303,-4.3795371055603,0.0123760709539056,-0.177535459399223,0.455732345581055,-5.46530532836914,0.00421322276815772,-4.73275232315063,0.00872540846467018,-0.971992313861847,0.274483561515808,-3.05504560470581,0.0450001396238804,-3.32685041427612,0.0346614606678486,0.87515127658844,0.705816447734833,-5.21218681335449,0.00542020425200462,-1.01018512248993,0.266943633556366,-0.41080567240715,0.398718953132629,3.79119610786438,0.977929532527924,-0.65693211555481,0.341429114341736,3.54506969451904,0.971943318843842
"39",1,"IDN2",66,"IDN","IDN","Indonesia-Dar.",53,53,1,4,0,0,0,0,1,0,"No","No","No","No","No","No",10,10,5,10,10,5,-20,-20,-20,0,"Failure","Failure","Failure",33,NA,NA,NA,NA,NA,NA,12,8,"Victory","Victory-Govt",0,2,1,"No","None",0,"None","None",0,0,0,0,"Yes",76,"Many",4,1000,30000,0,37,37,600,621,1626,64,640,640,640,640,1874.40002441406,0.0930000022053719,70.7900009155273,70.7900009155273,1904570,87348334,96415441,107009997,1.10000002384186,160,2,43.4000015258789,43.4000015258789,3,33.4900016784668,8.8e+07,NA,1.26e+08,43.6403312683105,7554,74,1,0,"Failure",0,0,0,0,0,0,1,10.308952331543,1.4425003528595,8.64813264342956e-05,30000,0.000343452469678596,0.000171726234839298,10.308952331543,"3+",0,1,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,16,18.2854137420654,6638473216,6638473216,0,0,0.118080005049706,70.7900009155273,43.6403312683105,76,5776,760,33.4900016784668,2545.240234375,640,0,0,0,0,1,0,0.431428462266922,0.000377874384867027,0.0360505245625973,43.6403312683105,43.6403312683105,0.0536758154630661,0.0536758154630661,0.0396123304963112,0.0396123304963112,-3.06017088890076,0.0447803921997547,-5.04045534133911,0.00642919912934303,-4.3795371055603,0.0123760709539056,-0.177535459399223,0.455732345581055,-5.46530532836914,0.00421322276815772,-4.73275232315063,0.00872540846467018,-0.971992313861847,0.274483561515808,-3.05504560470581,0.0450001396238804,-3.32685041427612,0.0346614606678486,0.87515127658844,0.705816447734833,-5.21218681335449,0.00542020425200462,-1.01018512248993,0.266943633556366,-0.41080567240715,0.398718953132629,3.79119610786438,0.977929532527924,-0.65693211555481,0.341429114341736,3.54506969451904,0.971943318843842
"40",1,"JRD",77,"JRD","JRD","Jordan",71,71,3,3,1,0,0,1,0,0,"Yes","Yes","Yes","Yes","Yes","Yes",1,0,0,1,0,0,1,0,0,1,"Success","Success","Success",6,6,6,6,6,6,6,1,1,"Victory","Victory-Govt",0,6,1,"No","None",0,"None","None",0,0,1,0,"No",5,"Many",4,2100,12500,0,54,54,60,1141,2720,889,1604,1604,1422,1422,920.700012207031,0.211999997496605,341.170013427734,784.039978027344,89210,2299000,1810000,2181000,2.79999995231628,42,4,46,46,77,39.189998626709,1583699968,0.0740000009536743,1.39e+09,387.437866210938,781,11,1,0,"Failure",0,0,0,0,0,0,1,9.43348407745361,604.610717773438,0.00033971291850321,12500,0.00543714640662074,0.000906191067770123,9.43348407745361,"3+",0,1,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,16,14.6479845046997,11495000,11495000,0,0,0.0740000009536743,341.170013427734,387.437866210938,5,25,5,39.189998626709,195.949996948242,1422,0,0,0,0,1,0,0.4216448366642,0.158382564783096,0.107060447335243,387.437866210938,387.437866210938,0.358954966068268,0.358954966068268,0.35396146774292,0.35396146774292,-2.86177659034729,0.0540757514536381,-4.84206104278564,0.00782899744808674,-4.18114280700684,0.0150510389357805,0.0208588801324368,0.505214512348175,-5.46530532836914,0.00421322276815772,-4.73275232315063,0.00872540846467018,-0.503995358943939,0.376602202653885,-2.58704853057861,0.0699766203761101,-2.8588535785675,0.0542254634201527,1.34314823150635,0.79300719499588,-5.01379251480103,0.00660177879035473,-0.811790823936462,0.307509005069733,0.0571912676095963,0.514293909072876,4.259192943573,0.986063301563263,-0.45853778719902,0.387332767248154,3.74346399307251,0.976875424385071
"41",3,"CHD2",25,"CHD","CHD","Chad",80,94,4,5,0,0,0,0,0,1,"Yes","Yes",NA,"Yes","Yes",NA,8,8,NA,8,8,NA,8,8,NA,1,"Success","Success",NA,6,6,4,NA,NA,NA,NA,2,1,"Victory","Victory-Rebels",0,168,1,"Yes","Observer",1,"Observer","Observer",3,3,1,1,"Yes",69,"Many",3,NA,1500,17500,42.1599998474121,45.4000015258789,50,664,383,600,528,592,736,736,265.799987792969,0.00999999977648258,20.7700004577637,16.4699993133545,1284000,4507445,6402179,7359512,2.29999995231628,149,6,77,77,29.3999996185303,29.6000003814697,140714976,0.0810000002384186,86650369,14,97,144,1,1,"Success",0,1,1,0,0,0,1,7.31322050094604,19.2238330841064,2.15199524973286e-05,19000,0.00421524839475751,2.50907651206944e-05,9.85219383239746,"3+",0,1,0,0,1,0,0,0,1,0,0,0,"Weak","Med/Obs",0,1,0,0,0,1,9,15.3212413787842,311013696,311013696,0,4,0.0810000002384186,20.7700004577637,14,69,4761,552,29.6000003814697,2042.40002441406,736,0,0,0,1,0,0.25,0.453486233949661,0.00504000997170806,0.0380994267761707,14,14,0.626137435436249,-0.373862564563751,0.701092004776001,-0.298907995223999,-3.07727551460266,0.0440544113516808,-5.05755949020386,0.00632085744291544,-4.39664173126221,0.012168737128377,-0.194639921188354,0.451493054628372,-4.50174379348755,0.0109680099412799,-3.76919078826904,0.0225504692643881,-0.727824032306671,0.325672417879105,-2.81087732315063,0.0567392073571682,-3.08268213272095,0.0438272804021835,1.11931955814362,0.753862500190735,-5.2292914390564,0.00532877212390304,-1.02728962898254,0.263609915971756,-0.166637390851974,0.458436787128448,4.03536415100098,0.982627868652344,-0.67403656244278,0.337593585252762,3.52796506881714,0.971473097801208
"42",1,"LEB1",81,"LEB","LEB","Lebanon",58,58,2,3,0,0,0,1,0,0,"Yes","Yes","Yes","Yes","Yes","Yes",12,12,12,12,12,12,12,12,12,1,"Success","Success","Success",50,NA,NA,NA,NA,NA,NA,12,12,"Settlement","Settlement",1,4,1,"Yes","PKO",1,"PKO","TradPKO",0,3,1,1,"No",13,"Many",6,1400,30000,1000000,58,58,55,NA,NA,207,207,207,207,207,132.199996948242,0.254000008106232,746.260009765625,746.260009765625,10400,1692357,1940191,2253719,NA,70,2,23.2000007629395,23.2000007629395,92,55,1652199936,NA,1652199936,788.72509765625,1000,85,1,1,"Success",1,1,1,1,1,1,0,10.308952331543,976.271545410156,0.000590891868341714,1030000,0.6086186170578,0.15215465426445,13.8450689315796,"3+",0,1,0,0,0,1,0,0,0,1,0,0,"Strong","PKO",0,0,1,0,2,4,36,14.3416328430176,22000640,22000640,3,12,0.0618524625897408,746.260009765625,788.72509765625,13,169,156,55,715,207,1,0,0,0,0,0.5,0.546671509742737,0.506235539913177,0.0835563391447067,788.72509765625,788.72509765625,0.828561127185822,-0.171438872814178,0.862564742565155,-0.137435257434845,-2.630206823349,0.0672194808721542,-4.61049127578735,0.00984896346926689,-3.94957304000854,0.0188988763839006,0.252428650856018,0.562774181365967,-6.70619678497314,0.00122181314509362,-5.9736442565918,0.00253848964348435,-2.86228561401367,0.0540497228503227,-4.9453387260437,0.00706621678546071,-5.21714353561401,0.00539354886859655,-1.01514208316803,0.26597473025322,-4.78222274780273,0.00830776058137417,-0.580221056938171,0.358881741762161,-2.30109906196594,0.091031976044178,1.90090274810791,0.869993686676025,-0.226968020200729,0.443500339984894,3.9750337600708,0.981567442417145
"43",1,"LEB2",82,"LEB","LEB","Lebanon",75,78,4,3,0,0,0,1,0,0,"Yes","No","No","No","No","No",9,9,9,NA,NA,NA,-10,-20,-20,0,"Failure","Failure","Failure",50,4,4,4,4,5,4,15,14,"Settlement","Settlement",1,36,1,"No","None",0,"None","None",0,0,1,1,"Yes",13,"Many",6,125892,125892,1000000,65,65,55,NA,NA,1017,1020,1020,1020,1020,132.199996948242,0.254000008106232,773.760009765625,888.510009765625,10400,3095396,3068237,3065660,3.09999990463257,48,2,23.2000007629395,23.2000007629395,92,55,1652199936,NA,1652199936,788.72509765625,3105,85,1,0,"Failure",0,0,0,0,1,1,0,11.7431793212891,533.760437011719,0.00100310263223946,1125892,0.363731175661087,0.0101036438718438,13.9340858459473,"3+",0,1,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,36,14.9454259872437,40240148,40240148,0,0,0.0677949860692024,773.760009765625,788.72509765625,13,169,117,55,715,1020,0,0,0,0,0,0,0.558918595314026,0.139822766184807,0.124206341803074,788.72509765625,788.72509765625,0.925405025482178,0.925405025482178,0.914464712142944,0.914464712142944,-2.630206823349,0.0672194808721542,-4.61049127578735,0.00984896346926689,-3.94957304000854,0.0188988763839006,0.252428650856018,0.562774181365967,-6.70619678497314,0.00122181314509362,-5.9736442565918,0.00253848964348435,-2.90987110137939,0.0516677498817444,-4.99292421340942,0.0067400555126369,-5.26472949981689,0.00514419190585613,-1.06272757053375,0.256788551807404,-4.78222274780273,0.00830776058137417,-0.580221056938171,0.358881741762161,-2.34868454933167,0.087170384824276,1.85331726074219,0.864516139030457,-0.226968020200729,0.443500339984894,3.9750337600708,0.981567442417145
"44",5,"CYP2",42,"CYP","CYP","Cyprus",74,74,3,1,0,1,0,0,0,0,"Yes","Yes","Yes","Yes","Yes","Yes",20,20,20,20,20,20,-20,-20,-20,1,"Failure","Failure","Failure",56,3,4,3,4,3,3,1,1,"Truce","Truce",0,3,1,"Yes","PKO",1,"PKO","TradPKO",0,3,1,0,"Yes",35,"Many",5,5000,5000,290000,71,72,10,2039,6442,1327,3753,3753,4693,4693,NA,0.479000002145767,1039.01000976562,1619.43005371094,9250,610000,623000,653000,1.10000002384186,27,0,11,11,95,19.2900009155273,21712432,0.131999999284744,40562689,1494.31323242188,824,38,1,0,"Failure",0,0,0,0,1,1,0,8.51719284057617,66.496208190918,0.00135081971529871,295000,0.483606547117233,0.161202177405357,12.5947303771973,"3+",0,1,0,0,0,1,0,0,0,1,0,0,"Strong","PKO",0,0,1,0,0,6,25,13.3212146759033,21350000,21350000,0,9,0.131999999284744,1039.01000976562,1494.31323242188,35,1225,700,19.2900009155273,675.150024414062,4693,1,0,1,0,0,0.5,0.494004100561142,0.120286464691162,0.373346239328384,1494.31323242188,1494.31323242188,0.61909544467926,-0.38090455532074,0.722396194934845,-0.277603805065155,-2.22303485870361,0.0977009385824203,-4.20331907272339,0.0147257978096604,-3.54240107536316,0.0281295720487833,0.659600555896759,0.659170627593994,-6.20012283325195,0.00202507223002613,-5.46756982803345,0.00420373259112239,-2.19389510154724,0.100300051271915,-4.27694845199585,0.0136948162689805,-4.54875326156616,0.0104696145281196,-0.346751570701599,0.414170384407043,-4.37505102157593,0.0124310245737433,-0.173049181699753,0.456845343112946,-1.63270854949951,0.163459658622742,2.56929326057434,0.928858995437622,0.18020386993885,0.544929444789886,4.38220548629761,0.987656474113464
"45",1,"SRI1",117,"SRI","SRI","Sri Lanka (JVP I)",71,71,3,4,0,0,0,0,1,0,"Yes","Yes","Yes","Yes","Yes","Yes",18,18,15,18,18,15,18,18,15,1,"Success","Success","Success",83,2,3,2,3,2,3,17,17,"Victory","Victory-Govt",0,6,0,"No","None",0,"None","None",0,0,1,1,"No",47,"Few",2,2000,2000,0,64.6699981689453,64.6699981689453,38,1267,2152,260,1243,1243,1251,1251,890.5,0.0450000017881393,80.4700012207031,95.2200012207031,65610,12776057,13887354,15151762,2,53,0,22.3999996185303,22.3999996185303,21,37.7099990844727,442755328,0.142000004649162,442800000,95.5371475219727,2389,57,1,1,"Success",1,1,1,1,0,0,1,7.60090255737305,34.6585807800293,0.000186990393558517,2000,0.000156542824697681,2.60904707829468e-05,7.60090255737305,"<3",1,0,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,4,16.3630828857422,600474688,600474688,0,0,0.142000004649162,80.4700012207031,95.5371475219727,47,2209,846,37.7099990844727,1772.36999511719,1251,0,0,0,0,1,0,0.142059490084648,0.00907909031957388,0.0714173763990402,95.5371475219727,95.5371475219727,0.09342360496521,0.09342360496521,0.0862232372164726,0.0862232372164726,-3.03022289276123,0.0460790283977985,-5.01050710678101,0.00662335986271501,-4.34958934783936,0.0127475168555975,-0.147587493062019,0.46316996216774,-3.30943822860718,0.0352488197386265,-2.57688522338867,0.0706409439444542,0.475643306970596,0.616718590259552,-1.60740983486176,0.166948541998863,-1.87921488285065,0.132479086518288,2.32278680801392,0.91074675321579,-5.18223905563354,0.00558406207710505,-0.980237185955048,0.272844731807709,1.03682994842529,0.738237857818604,5.23883152008057,0.994721531867981,-0.626984179019928,0.348194688558578,3.57501745223999,0.972748517990112
